STT,Mã danh mục,Danh mục,ID Danh mục,URL Danh mục,Mã sản phẩm,Sản phẩm,ID Sản phẩm,URL Sản phẩm,Số lượng file,Danh sách file (Tên),Files metadata (JSON)
779,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0779,Valerian extract 0.8% Valerienic acid - Nữ lang - Ấn Độ,1cJ833CAXjffxivq1vXOFIqgfPcxG5yN_,https://drive.google.com/drive/folders/1cJ833CAXjffxivq1vXOFIqgfPcxG5yN_,2,"CoA - Valerian Wallachi Extract 0.8% (1).pdf, Mô tả","[
  {
    ""id"": ""198rMaX2llfOS6eq8EHr3uz46OGCvsmoQ"",
    ""name"": ""CoA - Valerian Wallachi Extract 0.8% (1).pdf"",
    ""url"": ""https://drive.google.com/file/d/198rMaX2llfOS6eq8EHr3uz46OGCvsmoQ/view"",
    ""type"": ""application/pdf"",
    ""size"": ""997358"",
    ""size_formatted"": ""974.0 KB"",
    ""modified"": ""2024-06-17T13:20:15.000Z""
  },
  {
    ""id"": ""1U2OpJi3y-I6RjbM8vxt8sTIPJXRsm4b_ty_HgE9NHa8"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1U2OpJi3y-I6RjbM8vxt8sTIPJXRsm4b_ty_HgE9NHa8/view"",
    ""type"": ""google-document"",
    ""size"": ""1341"",
    ""size_formatted"": ""1.3 KB"",
    ""modified"": ""2024-06-17T13:19:44.086Z""
  }
]"
780,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0780,Rotundine - Bình vôi 98% - TQ,15A5IeyaYZAGGcJIGThbKDMuRCZ4b91QN,https://drive.google.com/drive/folders/15A5IeyaYZAGGcJIGThbKDMuRCZ4b91QN,2,"Mô tả, rotundine 98-102%.pdf","[
  {
    ""id"": ""1MPm8qwixQ8E7LCJ7ihPLKMNEuQ0SomgowsVhFOcMVz0"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1MPm8qwixQ8E7LCJ7ihPLKMNEuQ0SomgowsVhFOcMVz0/view"",
    ""type"": ""google-document"",
    ""size"": ""1146"",
    ""size_formatted"": ""1.1 KB"",
    ""modified"": ""2024-06-17T13:16:03.347Z""
  },
  {
    ""id"": ""1arOqvO59d1rmccNaaytjfYG8bUuidO2K"",
    ""name"": ""rotundine 98-102%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1arOqvO59d1rmccNaaytjfYG8bUuidO2K/view"",
    ""type"": ""application/pdf"",
    ""size"": ""150790"",
    ""size_formatted"": ""147.3 KB"",
    ""modified"": ""2024-06-17T13:15:50.000Z""
  }
]"
781,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0781,Lavender Oil Powder 50% Oil Load Vegan (Lavandula angustifolia Mill) - USA,1AOFj5fmLqr3nZHUq_488DKFWqKfSAkaP,https://drive.google.com/drive/folders/1AOFj5fmLqr3nZHUq_488DKFWqKfSAkaP,2,"Mô tả, Lavender Oil Powder 50% Oil Load Vegan (Lavandula angustifolia Mill.) - MNSPEC - NIGENUL001321.pdf","[
  {
    ""id"": ""1hyH262raQedNlyjHNT6Me38E4Uq_VQw-2j1WL9NcU0s"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1hyH262raQedNlyjHNT6Me38E4Uq_VQw-2j1WL9NcU0s/view"",
    ""type"": ""google-document"",
    ""size"": ""2433"",
    ""size_formatted"": ""2.4 KB"",
    ""modified"": ""2024-06-17T13:14:34.776Z""
  },
  {
    ""id"": ""1DCJBXCN3r46yeJRVZWwlIKcdq50DQa1d"",
    ""name"": ""Lavender Oil Powder 50% Oil Load Vegan (Lavandula angustifolia Mill.) - MNSPEC - NIGENUL001321.pdf"",
    ""url"": ""https://drive.google.com/file/d/1DCJBXCN3r46yeJRVZWwlIKcdq50DQa1d/view"",
    ""type"": ""application/pdf"",
    ""size"": ""109314"",
    ""size_formatted"": ""106.8 KB"",
    ""modified"": ""2024-06-17T13:14:24.000Z""
  }
]"
782,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0782,VENETRON- Rafuma (Apocynum venetum)- Nhật Bản,1mGChUjn8Tq7kJe-GlzQhV8etjune9juk,https://drive.google.com/drive/folders/1mGChUjn8Tq7kJe-GlzQhV8etjune9juk,4,"Mô tả, Rafuma 【VENETRON_Ver201204】.pdf, Rafuma 797_S51_06_VENETRON.pdf, COA_Venetron.pdf","[
  {
    ""id"": ""1KAKZNyGleA_DisCbzoUUzrEbe9IOQ0tX_s8c5Pj5ORU"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1KAKZNyGleA_DisCbzoUUzrEbe9IOQ0tX_s8c5Pj5ORU/view"",
    ""type"": ""google-document"",
    ""size"": ""4706"",
    ""size_formatted"": ""4.6 KB"",
    ""modified"": ""2024-06-24T08:04:41.505Z""
  },
  {
    ""id"": ""1b2O9PFptiOXuWplycFYxNL55l20fpu2G"",
    ""name"": ""Rafuma 【VENETRON_Ver201204】.pdf"",
    ""url"": ""https://drive.google.com/file/d/1b2O9PFptiOXuWplycFYxNL55l20fpu2G/view"",
    ""type"": ""application/pdf"",
    ""size"": ""1404511"",
    ""size_formatted"": ""1.3 MB"",
    ""modified"": ""2024-06-24T08:03:41.000Z""
  },
  {
    ""id"": ""1T-5CvunqYlKs0S51JYIzzQjFxctKHCUb"",
    ""name"": ""Rafuma 797_S51_06_VENETRON.pdf"",
    ""url"": ""https://drive.google.com/file/d/1T-5CvunqYlKs0S51JYIzzQjFxctKHCUb/view"",
    ""type"": ""application/pdf"",
    ""size"": ""110356"",
    ""size_formatted"": ""107.8 KB"",
    ""modified"": ""2024-06-24T08:03:39.000Z""
  },
  {
    ""id"": ""1e1yAlLensocUp5PBd5hVrlRuzwXrGyPp"",
    ""name"": ""COA_Venetron.pdf"",
    ""url"": ""https://drive.google.com/file/d/1e1yAlLensocUp5PBd5hVrlRuzwXrGyPp/view"",
    ""type"": ""application/pdf"",
    ""size"": ""278703"",
    ""size_formatted"": ""272.2 KB"",
    ""modified"": ""2024-06-24T08:03:37.000Z""
  }
]"
783,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0783,Fermented Barley GABA 90% - Nhật Bản,1UNUBHblE0AKlmwGoMgiRFEJJHpHhnvIy,https://drive.google.com/drive/folders/1UNUBHblE0AKlmwGoMgiRFEJJHpHhnvIy,3,"Mô tả, SPEC_Fermented Barley GABA 90%.pdf, COA_210708_Fermented Barley GABA 90% (Granulation Type)_ENG.pdf","[
  {
    ""id"": ""1XRGm_8jZ-Q138pkTSyIudYb5Hjn2_gUOp_9SRO5jSG4"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1XRGm_8jZ-Q138pkTSyIudYb5Hjn2_gUOp_9SRO5jSG4/view"",
    ""type"": ""google-document"",
    ""size"": ""2624"",
    ""size_formatted"": ""2.6 KB"",
    ""modified"": ""2024-06-17T13:05:21.511Z""
  },
  {
    ""id"": ""1sZqNH9-Afep-jYkKsGwVTsw_ORkF5lOM"",
    ""name"": ""SPEC_Fermented Barley GABA 90%.pdf"",
    ""url"": ""https://drive.google.com/file/d/1sZqNH9-Afep-jYkKsGwVTsw_ORkF5lOM/view"",
    ""type"": ""application/pdf"",
    ""size"": ""77438"",
    ""size_formatted"": ""75.6 KB"",
    ""modified"": ""2024-06-17T13:02:10.000Z""
  },
  {
    ""id"": ""1vvpPtLeJaUMOs_8wsiritrUKLmXgkq2V"",
    ""name"": ""COA_210708_Fermented Barley GABA 90% (Granulation Type)_ENG.pdf"",
    ""url"": ""https://drive.google.com/file/d/1vvpPtLeJaUMOs_8wsiritrUKLmXgkq2V/view"",
    ""type"": ""application/pdf"",
    ""size"": ""66881"",
    ""size_formatted"": ""65.3 KB"",
    ""modified"": ""2024-06-17T13:02:09.000Z""
  }
]"
784,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0784,ORYZA GABA EXTRACT-F95R - GABA 95% chiết xuất từ mầm gạo - Nhật Bản,1EbBoeeCya7cLZecEelN8Ze2HqDjEaw3e,https://drive.google.com/drive/folders/1EbBoeeCya7cLZecEelN8Ze2HqDjEaw3e,3,"Mô tả, Oryza GABA.pdf, 20231130_SPEC_ORYZA GABA EXTRACT-F95R.pdf","[
  {
    ""id"": ""14oHxrvaXM3LNwGUNvHgyLFMKLRuZarsiylG_pGsE86k"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/14oHxrvaXM3LNwGUNvHgyLFMKLRuZarsiylG_pGsE86k/view"",
    ""type"": ""google-document"",
    ""size"": ""3009"",
    ""size_formatted"": ""2.9 KB"",
    ""modified"": ""2024-06-17T13:01:14.837Z""
  },
  {
    ""id"": ""1y5fjdDYusWLYvd02fCukaq-ZGCRog-Y-"",
    ""name"": ""Oryza GABA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1y5fjdDYusWLYvd02fCukaq-ZGCRog-Y-/view"",
    ""type"": ""application/pdf"",
    ""size"": ""212335"",
    ""size_formatted"": ""207.4 KB"",
    ""modified"": ""2024-06-17T13:00:55.000Z""
  },
  {
    ""id"": ""1kwsozbkShi6YRhfhP3ZmOonOeJ1_LO4L"",
    ""name"": ""20231130_SPEC_ORYZA GABA EXTRACT-F95R.pdf"",
    ""url"": ""https://drive.google.com/file/d/1kwsozbkShi6YRhfhP3ZmOonOeJ1_LO4L/view"",
    ""type"": ""application/pdf"",
    ""size"": ""97610"",
    ""size_formatted"": ""95.3 KB"",
    ""modified"": ""2024-06-17T13:00:54.000Z""
  }
]"
785,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0785,Melasol - Melatonin 15% - Ý,1lyseAe5m37CxUHzpTTJsnSvYGISewKt9,https://drive.google.com/drive/folders/1lyseAe5m37CxUHzpTTJsnSvYGISewKt9,5,"Mô tả, Melatonine Production Flow Chart @VWI.pdf, Production flow Melatonin VWI..pdf, TDS Melasol VWI.pdf, COA 2025 Melasol VWI (1).pdf","[
  {
    ""id"": ""16hF39eX4Ui2NGwVfH0X34dVEGG8XSJamO9OVCJ5odgo"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/16hF39eX4Ui2NGwVfH0X34dVEGG8XSJamO9OVCJ5odgo/view"",
    ""type"": ""google-document"",
    ""size"": ""2658"",
    ""size_formatted"": ""2.6 KB"",
    ""modified"": ""2024-06-17T13:00:12.359Z""
  },
  {
    ""id"": ""11ef2SNQYPrHPOFiHuxzUGYmEWlJYaQcE"",
    ""name"": ""Melatonine Production Flow Chart @VWI.pdf"",
    ""url"": ""https://drive.google.com/file/d/11ef2SNQYPrHPOFiHuxzUGYmEWlJYaQcE/view"",
    ""type"": ""application/pdf"",
    ""size"": ""121120"",
    ""size_formatted"": ""118.3 KB"",
    ""modified"": ""2024-06-17T12:59:47.000Z""
  },
  {
    ""id"": ""1SWpJjwqZHUhGIDx--uJzE47Gxbw07LKj"",
    ""name"": ""Production flow Melatonin VWI..pdf"",
    ""url"": ""https://drive.google.com/file/d/1SWpJjwqZHUhGIDx--uJzE47Gxbw07LKj/view"",
    ""type"": ""application/pdf"",
    ""size"": ""525583"",
    ""size_formatted"": ""513.3 KB"",
    ""modified"": ""2024-06-17T12:59:46.000Z""
  },
  {
    ""id"": ""1Dh26_nUTIN4wg1EfLwu-WT-Qj86A9Dbk"",
    ""name"": ""TDS Melasol VWI.pdf"",
    ""url"": ""https://drive.google.com/file/d/1Dh26_nUTIN4wg1EfLwu-WT-Qj86A9Dbk/view"",
    ""type"": ""application/pdf"",
    ""size"": ""324737"",
    ""size_formatted"": ""317.1 KB"",
    ""modified"": ""2024-06-17T12:59:45.000Z""
  },
  {
    ""id"": ""1Z5jfZ_q6z6ECDAmg8pzCwixG1M-wEkdb"",
    ""name"": ""COA 2025 Melasol VWI (1).pdf"",
    ""url"": ""https://drive.google.com/file/d/1Z5jfZ_q6z6ECDAmg8pzCwixG1M-wEkdb/view"",
    ""type"": ""application/pdf"",
    ""size"": ""157957"",
    ""size_formatted"": ""154.3 KB"",
    ""modified"": ""2024-06-17T12:59:44.000Z""
  }
]"
786,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0786,MicroActive® Melatonin - Mỹ,1NhGbh1g3UA2MveJY2Z25iCs7cZTwmyHy,https://drive.google.com/drive/folders/1NhGbh1g3UA2MveJY2Z25iCs7cZTwmyHy,3,"Mô tả, MicroActiveMelatoninSpecs.pdf, COA_-MicroActive-Melatonin.pdf","[
  {
    ""id"": ""1z7KoDkluyjO0Wh9FQZZvXgoCSyHe4Xnqwhq07614EKA"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1z7KoDkluyjO0Wh9FQZZvXgoCSyHe4Xnqwhq07614EKA/view"",
    ""type"": ""google-document"",
    ""size"": ""5010"",
    ""size_formatted"": ""4.9 KB"",
    ""modified"": ""2024-06-17T12:58:33.015Z""
  },
  {
    ""id"": ""1U0vq3IK1FuSpomtvOg_Q0SAXMp6YrMIu"",
    ""name"": ""MicroActiveMelatoninSpecs.pdf"",
    ""url"": ""https://drive.google.com/file/d/1U0vq3IK1FuSpomtvOg_Q0SAXMp6YrMIu/view"",
    ""type"": ""application/pdf"",
    ""size"": ""120548"",
    ""size_formatted"": ""117.7 KB"",
    ""modified"": ""2024-06-17T12:57:28.000Z""
  },
  {
    ""id"": ""16nUgROo7KhgWz_10pofBuvwaTkNvIK3j"",
    ""name"": ""COA_-MicroActive-Melatonin.pdf"",
    ""url"": ""https://drive.google.com/file/d/16nUgROo7KhgWz_10pofBuvwaTkNvIK3j/view"",
    ""type"": ""application/pdf"",
    ""size"": ""501651"",
    ""size_formatted"": ""489.9 KB"",
    ""modified"": ""2024-06-17T12:57:26.000Z""
  }
]"
787,DM031,GIẢM STRESS/HỖ TRỢ GIẤC NGỦ,1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,https://drive.google.com/drive/folders/1fOP3v3yQBMod0BuS1RW1_UmdA5KtZJ9s,SP0787,Passiflora extract: Vitexin >3.5% HPLC - Chiết xuất lạc tiên - TQ (TM),1DsSo1DdkBYWuszj7GBsqQ7tA-EuwGAme,https://drive.google.com/drive/folders/1DsSo1DdkBYWuszj7GBsqQ7tA-EuwGAme,2,"Mô tả, COA Chiết xuất lạc tiên.pdf","[
  {
    ""id"": ""1WkbMtyVdmg9XIMrJ3SK8KBTIFEAvKs3c1YWdhKFjaTw"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1WkbMtyVdmg9XIMrJ3SK8KBTIFEAvKs3c1YWdhKFjaTw/view"",
    ""type"": ""google-document"",
    ""size"": ""1181"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-17T12:09:58.172Z""
  },
  {
    ""id"": ""1M4R_BTCzFmTN_DJDBnljIbtBUhuxnD2s"",
    ""name"": ""COA Chiết xuất lạc tiên.pdf"",
    ""url"": ""https://drive.google.com/file/d/1M4R_BTCzFmTN_DJDBnljIbtBUhuxnD2s/view"",
    ""type"": ""application/pdf"",
    ""size"": ""238891"",
    ""size_formatted"": ""233.3 KB"",
    ""modified"": ""2024-06-17T12:09:08.000Z""
  }
]"
788,DM032,Thận -Tiết niệu,1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,https://drive.google.com/drive/folders/1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,SP0788,"Cao Thiên Môn Đông - Asparagus coccinchinensis (Lour.) Merr, có 2 nguồn: Pháp. TQ) - TM",1uIAYVIMwCKJGm2LJ2LDQd_gkwkflZU9Z,https://drive.google.com/drive/folders/1uIAYVIMwCKJGm2LJ2LDQd_gkwkflZU9Z,4,"Mô tả, 2. COA_Thiên môn đông 2% (TQ).jpg, 1. New Pack AP_Asparagus SDJ (Pháp).pdf, 1. Raw Material Datasheet_Asparagus - Root (Pháp).pdf","[
  {
    ""id"": ""1t4DZ8iCOW5IUGoCiWP7huzdcvgS3FhzesOaxkP4Nt9M"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1t4DZ8iCOW5IUGoCiWP7huzdcvgS3FhzesOaxkP4Nt9M/view"",
    ""type"": ""google-document"",
    ""size"": ""21753"",
    ""size_formatted"": ""21.2 KB"",
    ""modified"": ""2024-06-17T12:05:47.552Z""
  },
  {
    ""id"": ""1Axqr-peh0isqwdoxInYyWCguVn-SeV6f"",
    ""name"": ""2. COA_Thiên môn đông 2% (TQ).jpg"",
    ""url"": ""https://drive.google.com/file/d/1Axqr-peh0isqwdoxInYyWCguVn-SeV6f/view"",
    ""type"": ""image/jpeg"",
    ""size"": ""200237"",
    ""size_formatted"": ""195.5 KB"",
    ""modified"": ""2024-06-17T12:04:41.000Z""
  },
  {
    ""id"": ""1MPkfNl_Sri6_gH1qNBG3cCjctUMn80rR"",
    ""name"": ""1. New Pack AP_Asparagus SDJ (Pháp).pdf"",
    ""url"": ""https://drive.google.com/file/d/1MPkfNl_Sri6_gH1qNBG3cCjctUMn80rR/view"",
    ""type"": ""application/pdf"",
    ""size"": ""634836"",
    ""size_formatted"": ""620.0 KB"",
    ""modified"": ""2024-06-17T12:04:38.000Z""
  },
  {
    ""id"": ""1lXhoIRLFMvUIAVGWPbkk3sMsi6AKIwym"",
    ""name"": ""1. Raw Material Datasheet_Asparagus - Root (Pháp).pdf"",
    ""url"": ""https://drive.google.com/file/d/1lXhoIRLFMvUIAVGWPbkk3sMsi6AKIwym/view"",
    ""type"": ""application/pdf"",
    ""size"": ""414880"",
    ""size_formatted"": ""405.2 KB"",
    ""modified"": ""2024-06-17T12:04:37.000Z""
  }
]"
789,DM032,Thận -Tiết niệu,1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,https://drive.google.com/drive/folders/1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,SP0789,EXOCYAN CRAN 10G - Chiết xuất Nam Việt Quất - Pháp (TM),1YyQtkbLhWHgrnjg5nOx4Ygcj046obApN,https://drive.google.com/drive/folders/1YyQtkbLhWHgrnjg5nOx4Ygcj046obApN,2,"Mô tả, COA - EXOCYAN CRAN 10G.PDF","[
  {
    ""id"": ""1WQWnFM-uiGiTlmvaw9SI-r2Ub_uBaOtnlZS6T4saBVQ"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1WQWnFM-uiGiTlmvaw9SI-r2Ub_uBaOtnlZS6T4saBVQ/view"",
    ""type"": ""google-document"",
    ""size"": ""1771"",
    ""size_formatted"": ""1.7 KB"",
    ""modified"": ""2024-06-17T12:04:20.119Z""
  },
  {
    ""id"": ""1oTk7ftl7vpHWWZe5IR4n37-0zALJ4FHy"",
    ""name"": ""COA - EXOCYAN CRAN 10G.PDF"",
    ""url"": ""https://drive.google.com/file/d/1oTk7ftl7vpHWWZe5IR4n37-0zALJ4FHy/view"",
    ""type"": ""application/pdf"",
    ""size"": ""167271"",
    ""size_formatted"": ""163.4 KB"",
    ""modified"": ""2024-06-17T12:03:41.000Z""
  }
]"
790,DM032,Thận -Tiết niệu,1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,https://drive.google.com/drive/folders/1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,SP0790,Exocyan 7G - Chiết xuất Nam Việt Quất - Pháp (TM),16h4eVfUJENLDvMVPFF4a9iSw3bvHwWjb,https://drive.google.com/drive/folders/16h4eVfUJENLDvMVPFF4a9iSw3bvHwWjb,3,"Mô tả, Exocyan CRAN 7G - Nixera - CoA.pdf, Exocyan-brochure 2021.pdf","[
  {
    ""id"": ""1Like38nzpzTbnaDIKvrvFI_mR2XIH6qAiwII4GMNJco"",
    ""name"": ""Mô tả"",
    ""url"": ""https://drive.google.com/file/d/1Like38nzpzTbnaDIKvrvFI_mR2XIH6qAiwII4GMNJco/view"",
    ""type"": ""google-document"",
    ""size"": ""1184"",
    ""size_formatted"": ""1.2 KB"",
    ""modified"": ""2024-06-17T12:02:56.773Z""
  },
  {
    ""id"": ""1G26jxFvIMAhljIITIzE5eEOhfKXk4UlO"",
    ""name"": ""Exocyan CRAN 7G - Nixera - CoA.pdf"",
    ""url"": ""https://drive.google.com/file/d/1G26jxFvIMAhljIITIzE5eEOhfKXk4UlO/view"",
    ""type"": ""application/pdf"",
    ""size"": ""419090"",
    ""size_formatted"": ""409.3 KB"",
    ""modified"": ""2024-06-17T12:02:37.000Z""
  },
  {
    ""id"": ""1kOIr81ESZhY_l22_7seoNTTRL3TCIwFT"",
    ""name"": ""Exocyan-brochure 2021.pdf"",
    ""url"": ""https://drive.google.com/file/d/1kOIr81ESZhY_l22_7seoNTTRL3TCIwFT/view"",
    ""type"": ""application/pdf"",
    ""size"": ""392682"",
    ""size_formatted"": ""383.5 KB"",
    ""modified"": ""2024-06-17T12:02:35.000Z""
  }
]"
791,DM032,Thận -Tiết niệu,1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,https://drive.google.com/drive/folders/1VrZuOKzxUASZb4c4jhP1Jm3jYPiY7I4T,SP0791,Sagapro - Chiết xuất bạch chỉ Âu - Iceland (TM),1fnaNdBYcqc4k0t78Oe9NYXH58vVsrK7y,https://drive.google.com/drive/folders/1fnaNdBYcqc4k0t78Oe9NYXH58vVsrK7y,7,"Hoạt động, Giới thiệu nguyên liệu Tiểu đêm.docx, SagaNatura - SagaPro - útg Feb 2019.pdf, SagaPro - history clinical and preclinical research v5.pdf, SagaPro - user testimonials.pdf, Submit patent WO2020165925A1.pdf, A parallel randomized double blind placebo controlled study to investiga.._.pdf","[
  {
    ""id"": ""1iL81kr5mPIxVy__8gX-ptePN8l8enIBWUpBnve0kF7s"",
    ""name"": ""Hoạt động"",
    ""url"": ""https://drive.google.com/file/d/1iL81kr5mPIxVy__8gX-ptePN8l8enIBWUpBnve0kF7s/view"",
    ""type"": ""google-document"",
    ""size"": ""3183"",
    ""size_formatted"": ""3.1 KB"",
    ""modified"": ""2024-06-17T12:01:56.696Z""
  },
  {
    ""id"": ""1T5yx5iWik_4I0GMRbvr3NzXiOgKoujP1"",
    ""name"": ""Giới thiệu nguyên liệu Tiểu đêm.docx"",
    ""url"": ""https://drive.google.com/file/d/1T5yx5iWik_4I0GMRbvr3NzXiOgKoujP1/view"",
    ""type"": ""application/vnd.openxmlformats-officedocument.wordprocessingml.document"",
    ""size"": ""12383"",
    ""size_formatted"": ""12.1 KB"",
    ""modified"": ""2024-06-17T12:01:35.000Z""
  },
  {
    ""id"": ""1GbDBepdzcxMuJ3hN0fP5gVul8uHbFevA"",
    ""name"": ""SagaNatura - SagaPro - útg Feb 2019.pdf"",
    ""url"": ""https://drive.google.com/file/d/1GbDBepdzcxMuJ3hN0fP5gVul8uHbFevA/view"",
    ""type"": ""application/pdf"",
    ""size"": ""150001"",
    ""size_formatted"": ""146.5 KB"",
    ""modified"": ""2024-06-17T12:01:32.000Z""
  },
  {
    ""id"": ""1WEwy09r1oLIpdmlDO5_cvk4RuFajfYou"",
    ""name"": ""SagaPro - history clinical and preclinical research v5.pdf"",
    ""url"": ""https://drive.google.com/file/d/1WEwy09r1oLIpdmlDO5_cvk4RuFajfYou/view"",
    ""type"": ""application/pdf"",
    ""size"": ""786370"",
    ""size_formatted"": ""767.9 KB"",
    ""modified"": ""2024-06-17T12:01:29.000Z""
  },
  {
    ""id"": ""12xLnBO4bnKYyn9pA4TZE9m66EYl3lzxE"",
    ""name"": ""SagaPro - user testimonials.pdf"",
    ""url"": ""https://drive.google.com/file/d/12xLnBO4bnKYyn9pA4TZE9m66EYl3lzxE/view"",
    ""type"": ""application/pdf"",
    ""size"": ""93326"",
    ""size_formatted"": ""91.1 KB"",
    ""modified"": ""2024-06-17T12:01:27.000Z""
  },
  {
    ""id"": ""1FuU0timbOgMUEatbjlTGhR8Scz-CfYnP"",
    ""name"": ""Submit patent WO2020165925A1.pdf"",
    ""url"": ""https://drive.google.com/file/d/1FuU0timbOgMUEatbjlTGhR8Scz-CfYnP/view"",
    ""type"": ""application/pdf"",
    ""size"": ""366192"",
    ""size_formatted"": ""357.6 KB"",
    ""modified"": ""2024-06-17T12:01:26.000Z""
  },
  {
    ""id"": ""19vpSsl-kRNqN26UVezSozIem68CPt7F1"",
    ""name"": ""A parallel randomized double blind placebo controlled study to investiga.._.pdf"",
    ""url"": ""https://drive.google.com/file/d/19vpSsl-kRNqN26UVezSozIem68CPt7F1/view"",
    ""type"": ""application/pdf"",
    ""size"": ""378107"",
    ""size_formatted"": ""369.2 KB"",
    ""modified"": ""2024-06-17T12:01:25.000Z""
  }
]"
